id id_mer id_rel
7774671 1 0
44410156 1 0
66610380 1 0
33316537 0 1
44417614 0 1
66618480 0 1
77716961 0 1
3336918 0 0
7776622 0 0
44411676 0 0
66611970 0 0
3336868 0 1
7776529 0 1
44411624 0 1
66611902 0 1
33314692 0 1
44416649 0 1
66617427 0 1
77715291 0 1
33310748 0 1
66615249 0 1
77711521 0 1
33310628 0 1
44414412 0 1
66615004 0 1
77711261 0 1
33312662 0 1
44415523 0 1
66616212 0 1
77713178 0 1
4441890 0 1
6661541 0 1
3332299 0 1
6667501 0 1
4441705 0 0
4441797 0 0
6661349 0 0
6661431 0 0
777386 0 1
4443601 0 1
6663455 0 1
777413 1 0
4443733 1 0
6663617 1 0
777322 0 1
4443535 0 1
6663381 0 1
4441952 0 0
6661668 0 0
6667370 0 0
777370 0 0
4443645 0 0
6663516 0 0
3333622 0 1
6669231 0 1
7773666 0 1
4445284 0 1
6665320 0 1
7771019 0 1
3332028 0 1
4446998 0 1
6667090 0 1
7771981 0 1
4441651 0 1
6661287 0 1
4443342 0 1
6663146 0 1
6665631 0 1
3333136 0 0
4448377 0 0
6668505 0 0
7772790 0 0
3334840 0 1
4449948 0 1
7774294 0 1
66610150 0 1
6665814 1 0
4441424 0 1
6661026 0 1
666958 0 1
4441349 0 1
3336768 0 1
7776366 0 1
44411518 0 1
66611767 0 1
7776014 0 1
44411328 0 1
66611575 0 1
4442903 0 1
6662774 0 1
4442572 0 1
6662511 0 1
7779917 0 0
22213265 0 0
33310088 0 0
44413745 0 0
66614363 0 0
7777634 0 1
44412309 0 1
66612837 0 1
33320874 0 1
44419812 0 1
66620807 0 1
77721106 0 1
1119715 0 0
5559460 0 0
66626816 0 0
66626826 0 0
77733988 0 0
88827170 0 0
33337225 0 1
55512097 0 1
66628860 0 1
77738171 0 1
88829404 0 1
33325575 0 1
33325582 0 1
44422367 0 1
44422374 0 1
66623125 0 1
66623134 0 1
77726088 0 1
77726100 0 1
33329508 0 1
44424423 0 1
66624951 0 1
77730076 0 1
33323766 0 1
66622330 0 1
77724353 0 1
33321542 0 1
66621307 0 1
77722179 0 1
33321553 0 1
66621309 0 1
77722189 0 1
11113294 0 1
55513160 0 1
66629534 0 1
33319056 0 1
44419060 0 1
66619943 0 1
77719629 0 1
33325449 0 1
44422271 0 1
77725822 0 1
33327535 0 1
44423402 0 1
66623987 0 1
77728066 0 1
33321143 0 1
44420053 0 1
77721536 0 1
1114796 0 1
33321701 0 1
77722399 0 1
33321237 0 1
44420134 0 1
77721673 0 1
33333695 0 1
77734378 0 1
33333765 0 0
77734470 0 0
33331421 0 1
77731924 0 1
33318444 1 0
44418508 1 0
66619488 1 0
77718744 1 0
33318399 0 1
44418469 0 1
66619452 0 1
77718687 0 1
44423024 0 0
77727398 0 0
44419570 0 0
77720778 0 0
44422966 0 1
77727322 0 1
11121105 0 1
44433055 0 1
55520965 0 1
11140964 0 1
44441803 0 1
55539690 0 1
33350204 0 0
11127677 0 1
55527280 0 1
11121708 0 0
55521877 0 0
11123814 0 0
55523947 0 0
77749324 0 0
11139294 1 0
55538647 1 0
11141339 0 0
55540377 0 0
11139312 1 0
55538685 1 0
11134716 0 0
44439286 0 0
55533917 0 0
66640469 0 0
11132336 0 1
33352380 0 1
44438239 0 1
55531670 0 1
66639299 0 1
11132366 0 0
33352407 0 0
44438267 0 0
55531712 0 0
11137027 0 1
44440347 0 1
55536210 0 1
66641679 0 1
11130118 0 0
44437198 0 0
55529652 0 0
66638237 0 0
11134743 0 1
55533954 0 1
11128169 0 0
55528155 0 0
66637471 0 0
11143930 0 1
55542990 0 1
66644917 0 1
11141706 0 1
55541044 0 1
66643965 0 1
11119613 0 0
33346509 0 0
44433495 0 0
55519685 0 0
66633296 0 0
66634316 0 0
77747731 0 0
11120026 0 0
55520373 0 0
66633580 0 0
77746714 0 0
88834236 0 0
11132231 0 0
44438130 0 0
55531508 0 0
66639204 0 0
11130177 0 1
22236068 0 1
33351424 0 1
44437241 0 1
44437242 0 1
55529748 0 1
55529749 0 1
66638289 0 1
77750602 0 1
77752550 0 1
88836936 0 1
11132432 0 1
44438327 0 1
55531805 0 1
66639379 0 1
11125443 0 0
44435006 0 0
55525203 0 0
66636037 0 0
11156440 0 1
22251653 0 1
44450719 0 1
66652671 0 1
11158086 0 1
44452405 0 1
66654399 0 1
44461038 1 0
66662871 1 0
66656786 0 1
66655470 0 1
11148438 0 0
44445605 0 0
55546863 0 0
66647141 0 0
11148479 0 1
44445647 0 1
55546928 0 1
66647169 0 1
11146026 1 0
44444415 1 0
55544639 1 0
66645852 1 0
11146048 0 0
44444438 0 0
55544668 0 0
66645874 0 0
11148585 0 0
44445759 0 0
55547052 0 0
66647273 0 0
11151178 0 0
11153211 0 0
55549784 0 0
55551822 0 0
66648984 0 0
66650298 0 0
88849514 0 0
11149108 0 1
66647813 0 1
66657291 0 1
88856732 0 1
66660699 0 0
44461570 0 1
66663337 0 1
44461593 0 1
66663378 0 1
44459225 0 1
66661358 0 1
44461283 0 0
66663039 0 0
44461399 0 1
66663149 0 1
44457933 0 0
66659981 0 0
44457752 0 1
66659774 0 1
66663839 0 1
11156972 0 1
44451483 0 1
55555794 0 1
66653355 0 1
11158465 0 1
44453015 0 1
55557544 0 1
66655097 0 1
11144001 0 1
55543133 0 1
66645016 0 1
77756892 0 1
11155010 1 0
44449894 1 0
55553339 1 0
11154933 0 1
44449804 0 1
55553197 0 1
11146068 0 1
44444458 0 1
55544704 0 1
11150777 0 0
44446988 0 0
55549114 0 0
11155051 0 0
44449936 0 0
55553378 0 0
11152842 0 0
22248953 0 0
33357713 0 0
44448269 0 0
55551120 0 0
11152913 0 0
44448342 0 0
55551211 0 0
11155291 0 1
33358161 0 1
55553925 0 1
66651884 0 1
11146099 0 1
44444491 0 1
55544752 0 1
11148859 0 1
55547467 0 1
11148628 0 1
44445800 0 1
55547103 0 1
11155381 0 0
55554086 0 0
66651963 0 0
11148761 0 0
44445920 0 0
55547324 0 0
11149159 0 0
55547962 0 0
66647856 0 0
11149126 0 1
55547922 0 1
11149039 0 0
55547785 0 0
11160559 0 0
11161416 0 0
44456360 0 0
44458085 0 0
55560322 0 0
55561162 0 0
66658406 0 0
66660200 0 0
11160592 1 0
44456393 1 0
55560355 1 0
66658460 1 0
11158595 0 1
44454824 0 1
55557842 0 1
66655304 0 1
11158565 0 0
11158608 0 0
55557771 0 0
55557855 0 0
66655261 0 0
66655317 0 0
11160684 0 1
44456489 0 1
55560509 0 1
66658560 0 1
11159901 0 0
55559601 0 0
11159703 0 0
44454752 0 0
55559292 0 0
66656882 0 0
11158521 0 1
44453052 0 1
55557679 0 1
66655209 0 1
11160859 1 0
55560696 1 0
66658808 1 0
11158559 0 1
44453070 0 1
55557765 0 1
66655255 0 1
11159614 1 0
44454661 1 0
55559169 1 0
66656793 1 0
11160858 1 0
55560695 1 0
11155197 0 1
55553699 0 1
11151129 0 1
55549705 0 1
11160928 0 0
55560755 0 0
77760335 0 0
11161818 0 0
11161853 1 0
44459663 0 0
44459746 1 0
66661693 0 0
66661788 1 0
11161917 0 1
44459844 0 1
66661950 0 1
44459537 1 0
66661592 1 0
44461882 0 1
66663782 0 1
11161479 0 0
44458160 0 0
55561295 0 0
66660288 0 0
44459581 0 0
66661631 0 0
44461465 0 0
66663223 0 0
11161500 0 1
44458183 0 1
55561313 0 1
66660335 0 1
44461958 0 1
66664004 0 1
11161361 0 1
44457996 0 1
55561077 0 1
66660069 0 1
44461945 0 1
66663921 0 1
44460923 0 1
44461041 0 1
44461078 0 1
44461239 0 0
66662994 0 0
44449282 0 1
55552566 0 1
44461045 0 1
11152508 0 0
44447881 0 0
55550616 0 0
66649577 0 0
11148124 0 1
22246272 0 1
44445268 0 1
55546393 0 1
11154837 0 0
44449697 0 0
55553067 0 0
66651420 0 0
11154798 0 1
44449656 0 1
55553002 0 1
66651388 0 1
44458978 0 1
66661175 0 1
44458800 0 1
66661077 0 1
44453818 0 0
44447681 0 1
44445038 0 1
55546070 0 1
66646724 0 1
11145651 0 1
44443975 0 1
55544022 0 1
44455473 0 1
22256992 0 0
44460613 0 1
22251460 0 0
44458862 0 1
22251327 0 0
44450373 0 0
44450380 0 0
22259998 0 1
11145275 0 0
11145278 0 0
22244430 0 0
22244433 0 0
44443664 0 0
55543634 0 0
22249803 1 0
11152276 0 1
22248476 0 1
11140289 0 0
22241341 0 0
22254629 0 1
22251129 0 1
22256308 0 1
22252502 0 1
44451653 0 1
22256029 0 0
22256606 0 0
22256423 0 0
22258032 0 1
22257959 0 1
22257832 0 1
22261034 1 0
22257486 0 1
22259504 1 0
22257926 0 1
22257987 0 0
22259572 0 0
22258036 0 1
22255920 0 0
22253964 0 0
22255687 0 1
22259211 0 1
11157385 0 1
22252021 0 1
22260776 0 1
11157322 0 0
22252007 0 0
11155738 0 1
22255599 0 1
22260859 0 1
44460033 0 1
11158840 0 1
22253655 0 1
33358953 0 1
11157395 1 0
22252029 1 0
33358618 1 0
22260668 1 0
22259111 0 1
22259261 0 1
11157518 0 0
22252112 0 0
11158876 0 1
22253689 0 1
33358973 0 1
44453122 0 1
11158874 0 1
22253687 0 1
33358972 0 1
44453121 0 1
22259086 0 1
11157536 0 1
22252129 0 1
22259263 0 1
22260702 0 1
11158903 0 1
22253703 0 1
11155767 1 0
22261032 0 1
88856804 0 1
22261202 0 0
11151978 0 0
22248111 0 0
11154044 0 1
22249393 0 1
11149785 0 1
22246794 0 1
11159028 0 1
22253864 0 1
11144798 0 1
22243941 0 1
11142144 0 1
22242300 0 1
11142255 0 1
22242392 0 1
11144618 0 1
22243786 0 1
11144893 0 1
22244033 0 1
11147249 0 1
22245356 0 1
11149589 0 1
22246631 0 1
11144790 0 1
22243931 0 1
11144765 0 0
22243907 0 0
11147045 0 1
22245178 0 1
11151877 0 1
22248014 0 1
11153465 0 1
66650540 0 1
11141941 0 1
22242175 0 1
11155661 0 1
22250527 0 1
11151520 0 1
22247787 0 1
11151755 0 1
22247918 0 1
11146848 0 1
22245035 0 1
11146745 0 1
11151774 0 0
11151804 0 0
22247931 0 0
22247946 0 0
11135508 0 1
22238615 0 1
33353601 0 1
11130922 0 0
22236233 0 0
33351751 0 0
11133263 0 1
22237438 0 1
33352782 0 1
11128873 0 1
22235253 0 1
11135561 0 1
22238656 0 1
33353634 0 1
11139796 0 1
22240926 0 1
11137553 0 1
22239727 0 1
11130767 0 0
11128453 0 1
11139921 0 1
22241021 0 1
11140048 1 0
22241114 1 0
11137808 0 0
22239868 0 0
33354355 0 0
11140171 0 0
22241226 0 0
11133168 1 0
11133172 0 0
22237379 1 0
33352749 0 0
11133310 0 1
22237481 0 1
11126385 0 1
11120164 0 1
33343810 0 1
77745198 0 1
11118195 0 1
55518532 0 1
11122673 0 1
22232262 0 1
22239292 0 1
22241738 0 1
11131424 0 1
44437466 0 1
55530698 0 1
66638781 0 1
11131411 0 0
22236637 0 0
11131291 1 0
22236532 1 0
11142659 0 1
22242765 0 1
11122803 0 0
22232397 0 0
11136023 0 0
22239052 0 0
11129388 0 1
22235713 0 1
11122453 0 1
22232051 0 0
11122043 0 1
33346789 0 1
66634607 0 1
77748345 0 1
66652242 0 1
11142300 1 0
22242434 1 0
11144258 0 1
11153700 0 1
11153976 0 1
22249324 0 1
11157811 0 0
22252473 0 0
22256022 0 1
11156176 0 0
22250904 0 0
88856830 0 1
22252575 0 1
22252467 0 1
22258106 0 1
22252518 1 0
11149993 0 0
22247014 0 0
88851561 0 0
66653771 0 0
88852954 0 0
33351914 0 0
44437417 0 0
44433667 0 0
55541211 0 1
55541196 0 1
77756413 0 1
55545606 0 0
66646421 0 0
77757493 0 0
66652301 0 0
77759219 0 0
44454931 0 0
44453137 0 1
44455021 0 1
22255719 0 1
22256263 0 1
44456878 0 0
44451766 0 0
22254777 0 0
11148031 0 1
22246197 0 1
44445159 0 1
55546227 0 1
88862175 0 1
88858935 0 1
55554810 0 0
88851945 0 0
88862195 0 1
88857305 0 0
88857302 0 0
88857303 0 0
22260431 0 1
55558529 0 0
55558607 0 0
55558613 0 0
88855810 0 0
88855864 0 0
88855871 0 0
55556918 0 1
88853908 0 1
22257153 0 1
55558671 0 1
33358479 0 0
55555227 0 0
22262392 0 1
55555222 0 0
55557318 0 1
55555449 0 1
88852343 0 1
55553533 0 1
2221827 0 0
88862777 0 1
55557530 0 1
88854406 0 1
55556171 0 1
88852835 0 1
55561744 0 1
88861251 0 1
55557998 0 1
55561216 0 1
88859665 0 1
88861244 0 1
55561201 0 1
88859650 0 1
55559523 0 1
55557727 0 0
88854614 0 0
55557752 0 0
88854632 0 0
11151216 0 1
55549864 0 1
55551650 1 0
88849397 1 0
55549927 0 1
55552064 0 1
55559047 0 1
55560186 0 1
55551612 0 1
11157234 0 1
55556252 0 1
55555741 0 1
55554340 0 1
11158374 0 1
55557370 0 1
11155523 0 1
55554286 0 1
55559038 0 1
88856245 0 1
55553509 1 0
55553105 0 1
88850537 0 1
55555241 0 1
55553541 0 0
55553503 0 1
55545362 0 1
88845815 0 1
55543029 0 1
88844619 0 1
55549945 0 1
88848258 0 1
55555376 1 0
88852296 1 0
55555271 0 1
88852236 0 1
55540897 0 1
88843612 0 1
55559572 0 1
88856604 0 1
55550011 0 0
88848314 0 0
55550066 0 1
88848359 0 1
88863141 0 1
88861100 0 0
88861110 0 0
66663883 1 0
88863188 1 0
88863308 0 1
55561971 0 1
88862433 0 1
55558618 0 1
88855875 0 1
88859262 0 1
55556872 0 1
88853854 0 1
55556588 1 0
55558330 0 0
88853615 1 0
88855597 0 0
55555114 0 1
88852128 0 1
88862474 0 1
88860710 0 1
55556973 0 1
88853956 0 1
88862579 0 0
88863000 0 0
6661575 0 1
8881201 0 1
88862876 0 1
88863470 0 1
66653339 0 0
88852581 0 0
55547603 1 0
88846905 1 0
55552935 0 1
88850453 0 1
55543058 0 0
66644961 0 0
88844641 0 0
55544910 0 1
88845577 0 1
55553401 0 1
88850671 0 1
55555475 0 1
88852370 0 1
88845810 0 1
11146323 0 1
55545123 0 1
66646127 0 1
66646133 0 1
88845709 0 1
55552713 0 1
88850327 0 1
55552908 0 1
88850440 0 1
55544311 0 0
88845304 0 0
55516433 0 0
88832176 0 0
55518153 0 0
88833105 0 0
77748035 0 1
88835045 0 1
55521708 0 0
55523736 1 0
77747723 0 0
88834898 0 0
88835845 1 0
55521958 0 1
77747957 0 1
55524033 0 1
77748010 0 1
88835983 0 1
55516480 0 1
55540776 0 0
88843561 0 0
55543109 0 1
88844668 0 1
55541069 0 1
88843711 0 1
33353533 0 0
55534849 0 0
55540550 0 1
11117955 0 1
33343579 0 1
55518075 0 1
77744737 0 1
11132681 0 1
55532254 0 1
55533459 1 0
55512814 0 1
77737194 0 1
88828864 0 1
77735637 0 1
88828001 0 1
77737243 0 1
88828904 0 1
77723268 0 1
88821961 0 1
1115327 0 1
22220068 0 1
77723534 0 1
1115361 0 0
22220097 0 0
77723584 0 0
55514261 0 1
77722285 0 0
77720133 0 1
77724401 0 1
1114719 0 1
77721969 0 1
77719273 0 1
77719427 0 1
5559836 0 0
77734670 0 0
88827463 0 0
33333227 0 0
44426231 0 0
66626593 0 0
77733530 0 0
88812098 0 0
7777673 0 1
88812133 0 1
8882343 0 1
8885291 0 1
7776194 0 1
88810678 0 1
77710627 0 1
88814364 0 1
77711251 0 1
88814837 0 1
77712729 0 0
88816065 0 0
66615068 0 1
88814902 0 1
77711215 0 0
77711235 0 0
88814801 0 0
88814821 0 0
77711439 0 1
88815017 0 1
77711295 0 1
88814876 0 1
77711293 0 0
88814874 0 0
8888102 0 0
6665941 1 0
8885165 1 0
8889851 0 1
8888156 0 1
8884685 0 1
8888128 0 0
6668749 0 0
8887762 1 0
8887810 0 1
8884508 0 0
8886180 0 1
8889266 0 1
888651 0 1
8885018 0 1
7774605 0 1
8889305 0 1
7774513 0 1
8889192 0 1
7776818 1 0
88811058 1 0
7775200 1 0
8889685 1 0
77711676 0 1
88815216 0 1
7778922 0 1
88812918 0 1
7778951 1 0
88812947 1 0
77710983 0 1
88814618 0 1
77714843 0 0
88817447 0 0
77714987 0 1
88817533 0 1
7778995 0 1
88812997 0 1
7779013 0 1
88813016 0 1
77713255 1 0
88816397 1 0
77712957 0 1
88816209 0 1
77710540 0 0
7779058 0 1
88813065 0 1
7778284 0 1
88812567 0 1
77711163 0 1
88814758 0 1
7776039 0 0
7776080 0 0
22210875 0 0
77711585 1 0
7775974 0 1
88810575 0 1
1113026 0 1
22215972 0 1
77715106 0 1
7776054 0 1
22210884 0 1
1113556 0 1
5553617 0 1
77717755 0 1
7775293 0 1
77711705 1 0
7777024 0 1
7777198 0 1
88811219 0 1
88811370 0 1
5551510 1 0
7777455 1 0
66612467 1 0
88811640 1 0
7775330 1 0
8889819 1 0
7777093 0 1
88811275 0 1
1112243 0 1
77711754 0 1
77715772 0 1
88818034 0 1
77715782 0 0
88818045 0 0
7777483 0 0
88811676 0 0
8882984 1 0
7771081 0 0
8884693 0 0
8882859 0 1
5551159 0 1
7775310 0 1
8889793 0 1
7772200 0 0
8886437 0 0
8883024 0 1
7775136 0 0
8889615 0 0
7771092 0 1
8884705 0 1
8883167 0 1
777513 0 0
8883162 0 0
7773693 0 1
8888211 0 1
7772003 0 1
8886305 0 1
8882987 0 1
8882705 0 1
7774400 0 0
777358 0 0
7771122 0 0
2227972 0 1
7772891 0 1
8882849 0 1
8882805 0 1
8882882 0 1
888860 0 0
77710330 0 1
88814190 0 1
7778239 0 1
88812536 0 1
77712468 0 0
88815913 0 0
7774019 0 0
8888926 0 0
8882232 0 1
77710029 0 0
88814013 0 0
2224465 0 1
44424654 0 1
33322134 0 1
1113221 0 1
44419234 0 1
5557090 0 1
5553766 0 0
66619097 0 0
33319468 0 1
77720284 0 1
8886839 0 0
6666120 1 0
8885360 0 1
8885361 0 1
8886889 0 1
6662204 0 1
33310893 0 1
1111903 0 0
5553300 0 1
1111002 0 0
3334216 1 0
4449029 0 0
