ngroup ra dec z delta ngal pval ind p_sw p_sf p_ad p_cvm p_lillie p_pearson delta_2 pval_2 color mag sph sph.dens gap gamma id_mer id_rel
1115327 318.240459557727 -6.38006305694545 0.0646689240651515 1.40942308606939 66 0.0333333333333333 7 0.044734425457804 0.080471225496145 0.0205032206149128 0.0141949526049651 0.00233638819872322 0.00296163575723901 1.38505034900259 0.0333333333333333 0.706239396872727 15.0756311417 1.10076470982397 3.33333333333333 0.120428085299999 -99 0 1
1115361 318.992851128017 -7.43054605742373 0.0663678134627119 0.961251024255119 59 0.333333333333333 -1 0.0196706649266845 0.0522295614474628 0.0285950127737512 0.0552907004860112 0.042877984865867 0.0459051303955534 1.00897287704401 0.333333333333333 0.666328009903389 14.8691158295 1.23915086760372 5 0.0702695846000001 -99 0 0
1115771 46.1146761986532 0.707213837293548 0.0795246617435484 1.22798974686498 62 0.0333333333333333 -1 0.145072750013358 0.322131767120053 0.354988366009931 0.490807601551706 0.368658397045414 0.632780884872307 1.39311166570562 0.0333333333333333 0.691685553517742 15.1649436951 1.21500954085678 12 0.6678667068 -99 0 1
1119042 159.580416434154 29.5545887538343 0.119019228645714 1.21463870942974 35 0.0666666666666667 -1 0.0325797862123839 0.0731006980170352 0.061306049867433 0.118065358188466 0.159966394590587 0.0344379275713613 1.01459484255411 0.0666666666666667 0.70865906306 15.1385879517 1.40068452728465 3 0.8314580917 -99 0 0
1119715 195.498516685084 30.4927265769605 0.120536157365789 1.87679080163899 38 0 7 0.934419211304935 0.838122452796213 0.918240776361195 0.891528903394023 0.543897764536887 0.841076559834538 1.76801011294896 0 0.671012276094737 15.2327013016 1.13607398110603 99999 0.2618074417 -99 0 0
11112527 31.5244228839875 13.134748077395 0.0899599256 1.12782217824357 40 0.233333333333333 -1 0.747382279201472 0.679019781344323 0.652443860781987 0.67758779691996 0.553107259634659 0.663145672106677 1.18277096122714 0.233333333333333 0.696000504495 15.2933835983 1.69385438858806 9 0.744803428699999 -99 0 1
11113294 191.388662484973 23.5101464711692 0.100066173394231 1.13155133098463 52 0.1 -1 0.00938829558219367 0.0213922943961775 0.00386388765946226 0.00320358252459891 0.00316962952184504 0.0554413726678531 1.17432087325824 0.1 0.685849574894231 15.2065181732 1.40456902833496 6 0.0889825821000017 -99 0 1
11117955 349.523394960339 -8.69538801366364 0.0857823633363636 1.31289552166331 33 0.0666666666666667 -1 0.321338692283484 0.411332498389643 0.40603409891212 0.401713767185413 0.530791189552433 0.701265499820085 1.62321595352894 0.0666666666666667 0.709529125324242 14.8144369125 1.95246449772323 9 0.3956575394 -99 0 1
11118195 178.589839588512 6.88679644555455 0.0775335151212121 1.2110579077867 33 0.2 -1 0.0955348794688368 0.125825013086516 0.0946155537534282 0.0824317636348567 0.0194531784860439 0.0147638527601511 1.14588280337888 0.2 0.716547619209091 15.7922067642 1.57884178781397 8 0.403222084100001 -99 0 1
11119613 197.161129450388 38.5310087042322 0.0986317797694915 1.16985097695867 59 0.2 -1 0.0229107904757201 0.0566613022018813 0.0156377470968794 0.0171399281465133 0.10629172625903 0.149697820468212 1.40916122494802 0.2 0.677986532949153 16.0252189636 1.15430054610617 4.5 0.289236068699999 -99 0 0
11120026 180.565873622897 32.2999889850594 0.09204140631875 1.99156503083961 32 0 2 0.568016385494665 0.755168494087644 0.805106928279471 0.851620376225338 0.916242798451421 0.84914503608461 1.63758695422159 0 0.68104112148125 15.4482555389 2.03132784981032 99999 0.433945655900001 -99 0 0
11120164 176.075959598316 28.5879070057574 0.0812607210352941 2.30610037935029 68 0 5 0.0985710838154857 0.11729777308133 0.241837748451268 0.27194221444272 0.196738787214294 0.943244402251973 2.12561082973512 0 0.675103271711765 15.3653326035 1.18733514671576 99999 0.3491353988 -99 0 1
11121105 225.968142778441 7.45101503225385 0.104459563702564 1.29434413914765 39 0.0333333333333333 -1 0.246972021111504 0.470355280730374 0.375954755198328 0.349555347631906 0.278978272736714 0.837203281845732 1.61959992550819 0.0333333333333333 0.673897669871795 15.2666711807 1.65949182139 99999 0.732447624200001 -99 0 1
11121708 193.690896775989 2.76187775532778 0.0749426109583333 1.57565992552302 36 0 -1 0.975802278412446 0.973673196999788 0.964095193758082 0.943370095405341 0.848144093186983 0.808846830538058 1.4081829743997 0 0.695318619416667 14.8334035873 1.31631097010232 9 0.756084442200001 -99 0 0
11122043 177.745213031762 33.7735126018531 0.085687812659375 0.801516057938077 32 0.633333333333333 3 0.758240081062184 0.62390586687016 0.384964643815703 0.261137727250561 0.42319825329318 0.306218918413278 1.31810844334908 0.633333333333333 0.705015093078125 15.5899820328 1.79675832763169 99999 0.505913734399998 -99 0 1
11122453 157.66477646366 39.4488395567871 0.0968252746129032 1.36910604071338 62 0 4 0.0420884708161146 0.0894195140459722 0.0291279050763458 0.0407472976134416 0.0746349590216172 0.478778783326326 1.33257861395064 0 0.646984208009677 15.8266935349 1.26205759078932 6 0.442791938699999 -99 0 1
11122673 143.211102109964 13.5633660518788 0.0876161821787879 0.699137471006909 33 0.866666666666667 3 0.333685823643519 0.572284976322609 0.531346562460827 0.67855135560729 0.711162828233288 0.902240238865519 0.917604209038901 0.866666666666667 0.705535830875757 14.5092201233 1.55312986074271 99999 1.7883319855 -99 0 1
11122803 140.654740089595 17.4218663503977 0.0943490228627907 1.29591996058482 43 0.0333333333333333 6 0.930576422670712 0.972763585511542 0.907554719246229 0.805814121131815 0.842842482948865 0.699625219953894 1.49089679491984 0.0333333333333333 0.685079374986047 15.536450386 1.29096328636058 3.5 0.545838356100001 -99 0 0
11123814 195.386743818012 8.68085892995238 0.0744263806452381 0.889510338617844 42 0.6 -1 0.589422612437309 0.649227627232662 0.506148435467796 0.449387294948604 0.480588754668376 0.906102175335429 1.08403578609359 0.6 0.704404285971428 14.7327318192 1.49785046619322 9 0.348472595200001 -99 0 0
11125443 223.250794844194 30.4187843438242 0.107199726678788 0.795903450667739 33 0.733333333333333 5 0.873403504857293 0.793793956277375 0.728387584814707 0.724727522166902 0.556712985826799 0.949927604970875 0.917321769691429 0.733333333333333 0.681025938566667 15.4619865417 1.56095001688693 99999 0.378501892099999 -99 0 0
11126385 166.019288283133 29.8293488575788 0.0772356340788462 2.08513353247037 52 0 5 0.0499182045977193 0.0859950085342087 0.0496421374407753 0.0621317991845853 0.381310657570909 0.105733049590722 1.93655496107554 0 0.697882322159616 14.9609870911 1.37778186051109 99999 0.319710731500001 -99 0 1
11127677 217.020522590691 1.47093652458661 0.0792226770259843 1.91862649988746 127 0 4 0.223427622971498 0.288527382207509 0.0806098574286408 0.0419483513034558 0.0460150638808321 0.397059356376114 1.92477843477794 0 0.675019624665354 14.5752983093 1.77830952360402 7.5 0.8800640106 -99 0 1
11128169 188.680158403192 24.7972361246722 0.0691181944916667 0.925774987245742 36 0.333333333333333 -1 0.332234923953952 0.592289940727627 0.566844749222782 0.67103022027104 0.688188273636071 0.54381311588333 1.37502952733267 0.333333333333333 0.698085255102778 15.2771568298 1.17226967025896 9 0.234437942500001 -99 0 0
11128453 165.347141671689 8.17112905421702 0.0653167021404255 1.84118445527948 47 0 4 0.298398708237241 0.262199196359076 0.156317081832308 0.111205123704959 0.0711050430893039 0.323306758812521 1.71927830892116 0 0.709420954925532 14.6405067444 3.05699505750244 99999 0.5788183212 -99 0 1
11128873 147.622596253745 17.3191684560596 0.0733162551468085 1.37260086184453 47 0.0666666666666667 4 0.0653306526276748 0.13674128536393 0.138627744016119 0.230216200431625 0.343478825572732 0.542235907390616 1.28591721507749 0.0666666666666667 0.666240144274468 14.7566490173 2.04959813616837 9 1.0925588608 -99 0 1
11129388 129.750030966368 35.4030217563324 0.116533765247059 1.17942757593832 34 0.166666666666667 -1 0.402338623678858 0.536301583763523 0.283513743114471 0.220618571335634 0.4007563709277 0.456930244815837 1.3462155423751 0.166666666666667 0.695729536170589 15.9625816345 1.88939146628318 6 0.0698184967 -99 0 1
11130118 206.661712957884 17.3555651684184 0.0701672860489796 2.82716083042667 49 0 5 0.131174231632611 0.209291287265264 0.12231749621898 0.150837669601417 0.23383636499392 0.0434355486001925 2.4366864320202 0 0.674992425110204 15.2425794601 1.65639452428904 99999 0.0652503967999998 -99 0 0
11130177 204.442906269277 38.6114855916895 0.0831360894557895 1.56361992814269 190 0 -1 0.525829272896766 0.530752684750077 0.230325157920813 0.166866223656007 0.249248670904974 0.0354079000014907 1.55675268911541 0 0.712157364892631 15.0473356247 1.93897716758638 3.33333333333333 0.0400238036999987 -99 0 1
11130767 162.9768478806 16.1598720035 0.0653222154810811 1.13023005528972 37 0.133333333333333 -1 0.0291228279378487 0.0664891250151263 0.020600279392452 0.0185832919301018 0.00489797908445763 0.0452328058366028 1.65770862590238 0.133333333333333 0.702567925321622 14.6552553177 2.31142938780539 99999 0.1457281113 -99 0 0
11130922 153.595090711438 13.9523088609892 0.065158323872973 1.8237439053475 37 0 -1 0.0219975164338399 0.0403365438330836 0.00964666984777102 0.00860312170027231 0.0410706468604466 0.031501002314338 1.8291547592676 0 0.681268820875676 15.3105735779 3.14509625646312 99999 0.0363721847000011 -99 0 0
11131411 136.540780908918 7.77711836029706 0.0793163826823529 1.58123171655032 34 0 6 0.0911246865568186 0.0742867412538255 0.154634358916691 0.169778644999917 0.262047339621391 0.801428481450138 1.41661439228683 0 0.685234322267647 14.6329641342 1.56130793575362 7 0.9373884201 -99 0 0
11131424 241.907415216618 6.18409661090909 0.123896667672727 1.10733363963336 33 0.266666666666667 5 0.394987315265909 0.332108663687779 0.364476929293376 0.355793172268981 0.200142561165858 0.132520560179023 1.45123699871134 0.266666666666667 0.666028514060606 15.152215004 1.36083264805466 99999 0.758142471299999 -99 0 1
11132231 212.818444741741 36.295025387327 0.0843868376405405 0.942807705204727 37 0.6 -1 0.219846578122074 0.229041282749098 0.11942311618584 0.117501078113746 0.028740451730721 0.149339243743848 1.12940362627446 0.6 0.643991650767567 14.8809251785 1.25663378009267 99999 0.9504947663 -99 0 0
11132336 208.175413482045 14.4899599114245 0.0668232044 1.30757677937606 49 0.1 -1 0.116537520142888 0.228770368143533 0.249004108092362 0.408319698677755 0.37067957890643 0.796076973035551 1.31327468204053 0.1 0.716619744587755 14.7352552414 1.44857740871293 8 0.631725311299999 -99 0 1
11132366 209.736533694792 12.9006921715278 0.0659397776333333 0.791073736682587 36 0.7 -1 0.290128995024613 0.434902326133015 0.367416771423459 0.346909900305344 0.508104177032568 0.676676416183063 1.02543448722558 0.7 0.703098164663889 14.569937706 2.27197143103422 99999 0.260621070900001 -99 0 0
11132432 207.554418135665 35.0889566382571 0.0781255204010204 1.33935123527876 98 0 -1 0.0500483916580873 0.117776430629216 0.0428964315350617 0.0321255182456519 0.0401120619365736 0.41927677139517 1.36640332348373 0 0.723493478736735 15.441570282 1.80221834763484 9.5 0.0750970839999994 -99 0 1
11132681 193.195690155022 -1.68444185786111 0.057930249925 1.07465377790285 36 0.166666666666667 -1 0.273913851154749 0.410651133118681 0.296769110633589 0.301522086001916 0.266930533050081 0.423190081126844 1.12517122084895 0.166666666666667 0.717344760891667 15.2950496674 1.42679006067355 2.5 0.0695562361999986 -99 0 1
11133172 11.6715013797513 14.9040397986385 0.120224666897436 1.6013261250304 39 0 -1 0.046220907961562 0.0820271632230371 0.0324973083065088 0.0241438117913031 0.0101509178923098 0.161009671859192 1.58892523681927 0 0.622385954251282 15.8126296997 1.98644744695816 99999 0.285461425800001 -99 0 0
11133263 154.675200732794 12.3405197627522 0.0606215969835821 0.984576544554312 67 0.6 -1 0.215300956018007 0.316416565610112 0.136452825682915 0.102289038837163 0.067771313777558 0.12534921125552 1.02768727467562 0.6 0.733485591950746 15.3415966034 2.06270720241411 19 0.247647285500001 -99 0 1
11133310 151.120247550639 25.5114354258022 0.0684277614543478 1.32650164578294 46 0.0666666666666667 6 0.129282892797628 0.307410560778065 0.38006863346911 0.648648770793423 0.242151629082175 0.728555650874608 1.41002929597292 0.0666666666666667 0.70621863655 15.2118530273 1.80973718110863 99999 0.567686081 -99 0 1
11134716 209.923617892795 15.4860561158954 0.0629019166351852 1.31267766510071 108 0.0333333333333333 -1 0.0266846697976303 0.0671927895258283 0.0234630918440779 0.0318387462436878 0.0557237736709819 0.187640375688014 1.31267766510071 0.0333333333333333 0.695065286427778 14.7627897263 1.50158225361016 10 0.380654335000001 -99 0 0
11134743 205.87483215332 12.07679617746 0.0637100858285714 0.923141910123937 35 0.666666666666667 -1 0.507875697859709 0.530542905249198 0.395210330324829 0.392981470320493 0.283484169016789 0.104598941015266 1.34623946151081 0.666666666666667 0.681050981797143 15.3058748245 1.51629017402148 99999 0.255733490000001 -99 0 1
11135508 155.459089540967 13.6889476215176 0.0591056959803922 1.24839214447907 102 0.0666666666666667 -1 0.122287651940605 0.281963398564862 0.353440276520028 0.452935961534314 0.494744939748424 0.850110771537104 1.24839214447907 0.0666666666666667 0.712146226098039 14.5927381516 1.01030487285133 1.875 0.0911216735 -99 0 1
11135561 158.046712774979 -0.633837606571053 0.0553687630473684 1.5181350359923 38 0 -1 0.50607073991235 0.639819719440074 0.454076813149095 0.378798972580628 0.475204651642063 0.0198512861333452 1.67325983986451 0 0.723250037739474 15.3561973572 1.29817718210746 6 0.6342716217 -99 0 1
11136023 133.333831787112 31.8410058607123 0.083446929722807 1.68801760800244 57 0.0333333333333333 7 0.187499173150559 0.359762537552071 0.255902272331348 0.267884001998118 0.499353733029046 0.0764404866861427 1.64370412996117 0.0333333333333333 0.653850471766667 15.7059602737 1.91145328404862 11 0.0569858550999989 -99 0 0
11137027 211.079103681781 14.7558023134806 0.0611781940388889 0.826482039717151 36 0.566666666666667 -1 0.500862912977368 0.610941084251374 0.387242524277027 0.308462050940347 0.320161806510944 0.743969695397218 1.06162566363574 0.566666666666667 0.685276057980556 15.1945734024 1.43641975728189 99999 0.3846435547 -99 0 1
11137553 168.638242293372 32.6907901374714 0.0556463369163265 1.99501609194985 98 0 -1 0.0000385568886263288 0.000176574922995966 0.00000142689141247192 0.0000144916739591984 0.000144074868303598 0.000326521818131341 1.9219721105299 0 0.661579939781633 15.3477582932 1.90723582652512 18 0.085986137299999 -99 0 1
11137808 148.369367391756 26.0915829686832 0.0613547030980198 1.69833900732724 101 0 5 0.04982373198624 0.113298606734335 0.0540750520555286 0.0551082168033007 0.121001839247684 0.00443478520938156 1.69833900732724 0 0.68795687609703 15.0297374725 1.11613283414104 2.66666666666667 0.0640869140999989 -99 0 0
11139796 158.870669857485 33.137176849033 0.056772076578022 1.15154724606346 91 0.2 -1 0.680944868658201 0.793714465327975 0.62112917844964 0.539102340538369 0.724168324552617 0.172991607882071 1.15828897805916 0.2 0.703351649603297 14.9417648315 1.37870672219932 5 0.0538005828999992 -99 0 1
11139921 153.447372724423 31.7281326078075 0.0578775661698113 1.00129185372186 53 0.466666666666667 5 0.413952647250972 0.646752603150872 0.545976622450494 0.51665107096757 0.669602925745367 0.669173029570078 0.990941247363704 0.466666666666667 0.731861672315094 14.7605953217 1.56775255532098 99999 0.7489480972 -99 0 1
11140171 141.787852360654 23.9085626748923 0.0582395232107692 2.17547658410607 65 0 7 0.00846688765625601 0.0148110492104561 0.0024421786830942 0.00134988317474272 0.000930615140862955 0.00872404500552579 2.15060418076343 0 0.7114895894 14.9276428223 2.19487363775569 99999 0.4062414169 -99 0 0
11140289 133.610886976451 11.11071489122 0.0630059109822222 1.18935017813948 45 0.133333333333333 6 0.0104606212554078 0.0192798827897235 0.0131624185194868 0.0197203829380739 0.0548733325532192 0.112067436825 1.29383195113774 0.133333333333333 0.623075887875555 15.0715007782 1.51413136991824 10 0.1271886826 -99 0 0
11140964 239.608038237609 14.9484811551636 0.0909116362969697 0.883197288712725 33 0.333333333333333 -1 0.0866634467927007 0.170290327273339 0.0690436697946791 0.0582810960606346 0.0907849118739584 0.225083235014249 0.934338127641978 0.333333333333333 0.673223148696969 15.0742874146 1.57785399908225 10 0.969566345200001 -99 0 1
11141339 215.902863258535 3.09019588315349 0.0521423721395349 1.86293267689967 43 0 -1 0.285618905885551 0.316384258472713 0.455073740183386 0.508173815209614 0.582496814726609 0.755378992891208 1.76034442835731 0 0.731805291297674 15.5034475327 1.8029791589258 12 0.205345153800002 -99 0 0
11141706 184.763662338256 37.6264500617969 0.05642753105625 0.996834892006138 32 0.333333333333333 -1 0.709599058559495 0.656029301638496 0.484523502844339 0.350115059657582 0.221191327219186 0.130747789274425 1.25005395337591 0.333333333333333 0.7168149948125 14.580578804 1.49429741408503 99999 0.912574768100001 -99 0 1
11141941 163.031877790182 25.559497599698 0.0472504083040816 1.15025828568439 49 0.133333333333333 -1 0.00623060029440682 0.0146146812284503 0.00307535365451234 0.00291292032946259 0.00296769828075821 0.0434355486001925 1.23438015448903 0.133333333333333 0.686885794820408 14.7900152206 1.57040448444224 5 0.219294548099999 -99 0 1
11142144 149.118239021302 26.2552200555837 0.05374982528625 1.29879340714922 80 0.133333333333333 5 0.00318194680837423 0.00815188102147587 0.0022551214809109 0.00394938081580646 0.0335777871809134 0.0308064278667287 1.40209648202106 0.133333333333333 0.7223195671975 14.9476280212 1.57236685064484 2.8 0.573778152500001 -99 0 1
11142255 142.754917802481 26.3235463438362 0.0564724999482759 0.946679380292294 58 0.633333333333333 -1 0.0893852471478857 0.167796685152404 0.137472065730116 0.230696742923324 0.133080838304068 0.0290497274075208 1.08699651077672 0.633333333333333 0.721105345372414 15.2351837158 1.36033035712066 99999 0.344673156800001 -99 0 1
11142659 128.741804599759 13.3758984506063 0.071294625525 0.873825276367194 32 0.433333333333333 -1 0.548323432628588 0.691023793556403 0.494923641248468 0.446433016090183 0.621260254020509 0.623387627749582 0.944143044354825 0.433333333333333 0.727482229475 14.6801156998 2.44091540629968 99999 1.1240129471 -99 0 1
11143930 200.035605581187 28.9932959205263 0.0505905789552632 1.12641617261995 38 0.133333333333333 7 0.604367774318829 0.7104803430272 0.687348052522417 0.766530379399244 0.811158928326608 0.11196799572549 1.26157701219261 0.133333333333333 0.730791769542105 14.7099456787 1.31431718008372 3.5 0.742318153399999 -99 0 1
11144001 194.797439575197 42.9748418653432 0.0587015675567568 1.09762716192975 37 0.4 6 0.94087225206355 0.843684226046718 0.871820051719169 0.760333123451661 0.667579072534449 0.977415323440198 1.35338489837624 0.4 0.717230590618919 15.4131383896 2.13186790998236 99999 0.2825736999 -99 0 1
11144258 174.064357939219 52.1617041996595 0.0589061429119048 0.962934383019342 42 0.333333333333333 -1 0.174436119644404 0.367641462618673 0.442034535332004 0.666072511894666 0.864947986295785 0.860389583898134 1.04905788733003 0.333333333333333 0.726846944721429 15.2094020844 2.582319248139 99999 0.4051647186 -99 0 1
