ra dec z mag color id
151.759354 0.471778 0.096549 17.078568 0.809736000000001 249
151.835297 0.338865 0.096684 17.465651 0.743700999999998 249
151.962067 0.530304 0.093496 17.185276 0.941947999999996 249
151.952637 0.512152 0.09537 15.607686 0.965638 249
152.006622 0.565968 0.097138 17.342093 0.926658000000003 249
151.959503 0.592787 0.094937 16.263054 0.614409999999999 249
151.968277 0.563143 0.093062 17.352001 0.896274999999999 249
151.920013 0.500008 0.097978 16.559069 0.976381 249
151.97818 0.63008 0.095791 17.296301 0.88233 249
151.935013 0.549341 0.097205 17.384569 0.926939000000001 249
151.953644 0.46831 0.098063 17.498491 0.912952999999998 249
151.913834 0.38112 0.098065 17.614763 0.844481000000002 249
151.839722 0.63554 0.098459 17.419258 0.899215999999999 249
151.888275 0.786436 0.095072 16.283808 0.778955 249
151.847229 0.806297 0.096352 17.503691 0.526876000000001 249
151.953979 0.574315 0.098494 16.454357 0.936888 249
151.964218 0.639119 0.095047 17.745045 0.910294999999998 249
152.023071 0.488424 0.097069 17.653603 0.775214999999999 249
151.981369 0.591363 0.098315 17.026249 0.865589 249
151.969788 0.504932 0.098215 16.779512 0.800049000000001 249
152.031631 0.445155 0.096859 17.507469 0.935084 249
152.047256 0.337251 0.095759 16.543972 0.921302999999998 249
151.993607 0.682319 0.095129 16.738672 0.974155999999997 249
151.956635 0.776914 0.094418 17.5956 0.570233999999999 249
152.108887 0.376746 0.096411 16.892439 0.919139999999999 249
152.116364 0.492142 0.096199 16.754944 0.914240000000003 249
152.036591 0.505022 0.094269 16.623636 0.914199999999997 249
151.984222 0.623412 0.09902 17.31386 0.932392 249
152.076538 0.515878 0.095751 17.722086 0.861129999999999 249
152.033112 0.640506 0.09355 17.283703 0.890174999999999 249
152.046494 0.596785 0.097642 16.663668 0.699838 249
152.014069 0.561276 0.100296 17.072754 0.873961999999999 249
152.003555 0.602799 0.096441 17.116882 0.961621000000001 249
152.063034 0.659533 0.09669 17.060982 0.833963000000001 249
152.172119 0.643995 0.097267 16.983557 0.778841 249
152.031418 0.672117 0.097144 16.881905 0.927838999999999 249
151.797958 0.804165 0.096153 17.577217 1.04294 249
152.118103 0.629366 0.097573 17.495823 0.850800999999997 249
152.070251 0.652582 0.097054 16.894625 0.920987999999998 249
153.644516 -0.830559 0.046553 16.353193 0.812196999999998 258
153.539581 -0.898443 0.047192 15.881839 0.829148 258
153.650864 -0.887626 0.043954 16.00775 0.756962999999999 258
153.653336 -0.851952 0.041635 17.075602 0.674423000000001 258
153.531677 -0.874339 0.047179 16.452408 0.749845000000001 258
153.623398 -0.807194 0.041572 16.32514 0.785774 258
153.499573 -0.925268 0.041451 16.346104 0.824380999999999 258
153.525253 -0.832514 0.040393 17.139517 0.799491999999997 258
153.476212 -0.916552 0.043424 17.38545 0.747900000000001 258
153.513214 -0.892925 0.040928 17.453499 0.65823 258
153.581238 -0.890815 0.042341 17.157883 0.771632999999998 258
153.481949 -0.886217 0.041134 15.366179 0.819357999999999 258
153.626556 -0.875182 0.044721 17.614014 0.758759999999999 258
153.665573 -0.724869 0.045003 16.738337 0.790095999999998 258
153.401993 -0.980414 0.047878 16.701012 0.811659000000002 258
153.379288 -0.946915 0.045004 16.506584 0.837761 258
153.42836 -0.936943 0.046256 16.448298 0.875235999999997 258
153.422943 -0.922293 0.048622 16.564663 0.945097000000001 258
153.417099 -0.863705 0.041494 16.101757 0.774628 258
153.382431 -0.998765 0.040567 15.561625 1.037441 258
153.426071 -0.907197 0.045117 16.204708 0.791397 258
153.448654 -0.973572 0.044366 17.223326 0.772034999999999 258
153.410049 -0.882003 0.045857 16.695007 0.80753 258
153.445114 -0.914238 0.042385 14.939728 0.563324 258
153.444305 -0.937966 0.046209 17.520706 0.683869999999999 258
153.461166 -0.855533 0.043858 17.096333 0.842526999999997 258
153.438187 -0.877223 0.04175 16.282703 0.785819999999998 258
153.495407 -0.95161 0.042666 16.737772 0.799783999999999 258
153.471603 -0.744084 0.049358 17.670877 0.388393999999998 258
153.290222 -0.968564 0.04524 16.622995 0.794309999999999 258
153.348328 -0.89279 0.045425 16.192282 0.812143000000003 258
153.370331 -0.923088 0.042484 16.205294 0.854770000000002 258
153.343353 -0.871819 0.047483 17.103643 0.475726999999999 258
153.34024 -0.781505 0.04879 17.510941 0.229824000000001 258
153.35199 -0.842738 0.042281 15.308024 0.879978000000001 258
153.326431 -0.832724 0.049074 16.165205 0.488679999999999 258
153.370804 -0.892404 0.041193 16.402035 0.806197999999998 258
153.373993 -0.8154 0.043216 17.434731 0.749319 258
153.35701 -0.909846 0.041677 15.756184 0.860010000000001 258
153.357239 -0.781669 0.0423 16.590099 0.83877 258
153.556595 -0.888663 0.044837 16.752132 0.831597000000002 258
153.540024 -0.868385 0.046004 16.399639 0.812249999999999 258
153.485947 -1.116502 0.044822 15.620079 0.839131999999999 258
153.573349 -0.953678 0.04645 16.022783 0.744987999999999 258
153.509796 -0.891687 0.044874 16.244827 0.831199999999999 258
153.472687 -0.87667 0.046774 16.027899 0.815265 258
153.642807 -0.83699 0.044715 15.549977 0.832624000000001 258
170.587952 1.122684 0.072395 17.244402 0.753356999999998 895
170.652756 1.133551 0.073318 17.501099 0.868009000000001 895
170.632629 1.20725 0.07291 17.507421 0.872246000000001 895
170.718613 0.983395 0.074419 17.263618 0.822372999999999 895
170.639755 1.142527 0.073214 16.587753 0.87575 895
170.684052 0.884423 0.073519 15.690346 0.781754999999999 895
170.729019 0.824414 0.073421 16.460672 0.466401000000001 895
170.839233 1.208527 0.073638 17.518888 0.779774 895
170.805283 1.087735 0.074277 17.123577 0.766711999999998 895
170.782532 1.094376 0.075059 17.532131 0.818814 895
170.846298 1.192385 0.073703 17.010023 0.880671 895
170.810043 1.162285 0.072872 16.489731 0.874555000000001 895
170.823288 1.21036 0.073587 16.244543 0.875133999999999 895
170.767029 1.201294 0.074413 17.520481 0.856684000000001 895
170.743271 1.070089 0.07344 17.033722 0.837008999999998 895
170.740311 1.04584 0.074188 16.17244 0.924653999999997 895
170.735825 1.132275 0.072739 15.652141 0.895381 895
170.836166 1.023801 0.074564 16.155893 0.583004000000003 895
170.772202 0.889358 0.07488 17.031252 0.719145000000001 895
170.899307 1.087656 0.073696 17.359303 0.428062000000001 895
170.832779 1.021379 0.07439 15.773517 0.877491999999998 895
170.821198 1.116615 0.073062 17.287636 0.829235000000001 895
170.891479 1.126532 0.072198 17.73291 0.843450999999998 895
170.932938 1.210096 0.071723 17.243107 0.810772 895
170.891159 1.26304 0.075448 17.719988 0.852854000000001 895
170.832504 1.215942 0.073631 17.269547 0.830871000000002 895
170.873428 1.261979 0.075564 17.200951 0.793576999999999 895
170.710114 1.039157 0.072915 17.045712 0.775811999999998 895
170.773972 1.247887 0.074368 17.719397 0.823754999999998 895
170.76265 0.871631 0.075171 16.778257 0.91367 895
170.726883 1.252573 0.072687 17.440033 0.840094000000001 895
170.693771 1.298665 0.074837 16.816133 0.922563999999998 895
170.716339 1.346419 0.074382 17.51725 0.840716999999998 895
170.807129 1.246064 0.075086 17.362061 0.814049999999998 895
206.240356 0.266746 0.089536 16.465672 0.896525999999998 2031
206.290741 0.216432 0.089225 17.554953 0.907377 2031
206.190048 0.09223 0.090038 16.069075 0.937127999999998 2031
206.2005 0.212546 0.090489 17.353548 0.888628000000001 2031
206.185928 0.175631 0.091372 15.496988 0.799650000000002 2031
206.097794 -0.043558 0.088553 16.749666 0.874983 2031
206.202591 0.071763 0.09121 16.420837 0.934412000000002 2031
206.163116 0.040277 0.088866 16.536219 0.905466000000001 2031
206.278549 -0.151894 0.087487 17.63983 0.922056000000001 2031
206.301941 0.10811 0.090088 16.808872 0.962146999999998 2031
206.360931 0.408452 0.089507 16.460428 0.892741999999998 2031
206.376678 0.343338 0.088936 15.684766 0.918689000000001 2031
206.411011 0.098113 0.089018 17.053396 0.820584 2031
206.313797 0.256256 0.089032 16.115669 0.910326000000001 2031
206.394012 -0.089478 0.087686 17.004372 0.864166000000001 2031
206.393524 0.240934 0.088787 17.549141 0.495548000000003 2031
206.302948 -0.12052 0.089607 17.243805 0.838087000000002 2031
206.399384 -0.006159 0.087559 17.307678 0.823269 2031
206.336349 0.057326 0.086901 17.10379 0.860814999999999 2031
206.314941 -0.141893 0.087007 15.912461 0.896494999999998 2031
206.263596 -0.233209 0.087998 15.819076 0.893662000000001 2031
206.278198 -0.241181 0.086966 17.607862 0.897048999999999 2031
206.328781 -0.097105 0.087574 17.715792 0.871509 2031
206.287827 -0.180077 0.087259 16.934034 0.905525999999998 2031
206.340591 0.029007 0.088208 16.524796 0.901245000000003 2031
206.404266 0.087378 0.087816 17.338718 0.757559000000001 2031
206.301071 -0.134372 0.088621 16.892651 0.894928999999998 2031
206.122101 -0.032442 0.088893 17.231426 0.600859 2031
206.18399 0.113607 0.089288 16.571903 0.958432999999999 2031
206.212219 0.165085 0.089446 17.634348 0.872344999999999 2031
206.20929 0.206206 0.088821 17.290653 0.876139000000002 2031
206.391815 0.431483 0.089476 15.988332 0.791233999999999 2031
206.326996 0.219268 0.088966 17.760719 0.775008999999997 2031
206.171753 0.305399 0.089833 15.901156 0.510439999999999 2031
206.40184 0.356746 0.08902 17.352272 0.940688999999999 2031
206.286819 0.287249 0.089866 17.008726 0.847708000000001 2031
206.33783 0.147955 0.088267 16.777246 0.955549999999999 2031
206.274414 0.232029 0.089598 16.226934 0.904446 2031
206.472885 0.411111 0.089071 17.727814 0.946031000000001 2031
206.426239 0.140179 0.089976 17.609015 0.751028999999999 2031
213.757797 -0.472445 0.146132 17.569695 1.098865 2210
213.774536 -0.428016 0.146475 17.316404 1.004095 2210
213.771393 -0.485626 0.137423 17.576769 0.969099 2210
213.828873 -0.470997 0.139205 17.042734 1.003323 2210
213.757797 -0.424581 0.140362 16.862692 1.100109 2210
213.784958 -0.493244 0.138922 15.300474 1.108944 2210
213.835785 -0.361174 0.136928 16.942682 0.964946999999999 2210
213.697693 -0.312987 0.138194 17.560396 1.048386 2210
213.715607 -0.367954 0.139611 17.348072 1.058668 2210
213.727615 -0.329569 0.140291 17.730701 1.02318 2210
213.71846 -0.436493 0.13878 17.196312 1.074856 2210
213.735123 -0.365526 0.137629 17.624166 1.058194 2210
213.745773 -0.387349 0.143109 17.638342 0.801741 2210
213.740143 -0.409022 0.146237 17.519495 1.076246 2210
213.756088 -0.504266 0.144258 17.32723 1.077069 2210
213.763153 -0.378602 0.142898 17.32686 1.009541 2210
213.672012 -0.143786 0.136494 17.271404 1.082453 2210
213.720551 -0.315542 0.140014 17.2731 0.992084000000002 2210
213.740524 -0.349628 0.138865 16.002926 1.16235 2210
213.725494 -0.274436 0.140017 17.515871 0.731650999999999 2210
213.647705 -0.165761 0.138257 17.441828 1.009849 2210
213.634338 -0.413835 0.137842 16.747774 1.040043 2210
213.629364 -0.511932 0.13764 17.075085 0.915934999999998 2210
213.634964 -0.261719 0.138326 17.404167 1.081377 2210
213.695038 -0.478151 0.141188 17.663248 1.062782 2210
213.626343 -0.374363 0.137239 17.420845 1.027834 2210
213.675201 -0.433842 0.138044 17.215609 0.958304999999999 2210
213.618332 -0.33007 0.140697 16.728298 1.05428 2210
213.678101 -0.315337 0.138587 17.542469 0.836698999999999 2210
213.576904 -0.587482 0.135949 17.766119 1.080933 2210
213.490021 -0.415501 0.138359 17.493011 1.018904 2210
213.531387 -0.396344 0.139837 17.017559 1.033611 2210
213.602203 -0.377414 0.139422 16.894156 1.488601 2210
213.598038 -0.219283 0.140743 16.805843 0.996510000000001 2210
213.567734 -0.351267 0.139347 17.194132 1.07436 2210
213.698792 -0.067042 0.136388 17.441086 1.025314 2210
213.749496 -0.496078 0.142618 17.454279 1.060495 2210
213.74971 -0.511372 0.139882 17.430555 0.979149000000003 2210
213.757675 -0.468384 0.145227 16.299675 0.985392000000001 2210
213.67453 -0.464741 0.143532 16.881607 1.054606 2210
213.778381 -0.492211 0.14237 16.274193 1.226282 2210
213.811523 -0.493051 0.145317 17.140106 1.055775 2210
213.801147 -0.347552 0.140907 17.743622 1.00441 2210
213.688553 -0.10216 0.136601 17.722115 0.663652000000003 2210
213.695312 -0.321818 0.140437 17.488754 1.09037 2210
213.746109 -0.40396 0.138539 17.66168 1.002737 2210
213.734695 -0.3591 0.13807 17.640976 1.00304 2210
213.601685 -0.384282 0.13727 17.536163 1.745402 2210
213.621674 -0.374747 0.136139 16.461582 1.113466 2210
213.575226 -0.341884 0.138293 17.716702 1.108066 2210
213.587753 -0.303869 0.136347 16.950142 0.967165000000001 2210
213.550278 -0.418895 0.138034 17.191339 1.004925 2210
213.536987 -0.274039 0.139829 16.551786 1.082322 2210
227.905045 -0.223451 0.091166 16.529503 0.846899000000001 2599
228.039658 -0.135512 0.092965 17.576294 0.906016999999999 2599
227.964661 -0.109451 0.092482 17.144701 0.915765999999998 2599
227.916763 -0.146301 0.092221 16.818256 0.905790999999997 2599
227.860626 -0.109849 0.091872 17.521908 0.947683000000001 2599
227.883469 -0.080545 0.090586 17.379757 0.959144999999999 2599
227.877258 -0.104046 0.090323 17.549303 0.948896000000001 2599
227.868011 -0.066257 0.089341 17.670818 0.919076999999998 2599
227.873856 -0.155185 0.091304 17.121473 0.914485999999997 2599
227.910843 -0.027602 0.093113 16.34618 0.941381 2599
227.932327 -0.029746 0.089984 17.132065 0.944962999999998 2599
227.886017 0.072753 0.091657 17.420082 0.887429999999998 2599
227.900208 -0.121317 0.092493 17.069225 0.940218000000002 2599
227.82074 -0.13036 0.092129 16.14476 0.954006 2599
227.814514 0.009607 0.09212 17.683588 0.895783999999999 2599
227.794815 -0.088279 0.089034 16.337057 0.882384999999999 2599
227.778244 -0.135371 0.091615 17.739538 0.894788999999999 2599
227.816803 -0.1083 0.090557 16.958401 0.892750000000003 2599
227.796753 -0.145651 0.092867 16.644182 0.937006 2599
227.850784 -0.06089 0.091097 15.884465 0.789133999999999 2599
227.856354 -0.046081 0.092897 17.66415 0.938582 2599
227.830826 -0.01699 0.094117 16.703362 1.004182 2599
227.833115 -0.040609 0.091212 16.954935 0.955708000000001 2599
227.834671 -0.122268 0.089219 16.239862 0.855879000000002 2599
227.829941 -0.056691 0.09063 17.331097 0.918405 2599
227.816864 -0.043023 0.089579 16.716038 0.948788999999998 2599
227.76059 -0.188572 0.087922 17.491682 0.391908999999998 2599
227.7509 -0.058916 0.089828 17.074673 0.940556999999998 2599
227.811188 -0.22988 0.092313 17.729156 0.467646000000002 2599
227.725113 -0.151284 0.092259 16.852386 0.914971000000001 2599
227.876282 -0.294922 0.093223 17.246922 0.839333999999997 2599
227.866058 -0.308542 0.090964 17.321287 0.885980999999997 2599
227.677551 -0.020627 0.090471 17.070082 0.755383999999999 2599
227.771606 -0.030102 0.089224 16.258789 0.584826 2599
227.71608 -0.193101 0.09128 15.978889 0.806073 2599
227.660263 -0.042312 0.0903 16.586136 0.887530999999999 2599
227.773468 0.013936 0.092556 15.902511 0.971077999999999 2599
229.269623 -0.851581 0.11985 17.162926 1.02642 2661
229.210419 -0.867747 0.117907 16.960539 0.975234999999998 2661
229.250549 -0.812998 0.120052 17.300053 1.04038 2661
229.36882 -0.664864 0.118949 17.444662 0.607858999999998 2661
229.423981 -0.704897 0.116072 16.863943 1.011696 2661
229.378372 -0.610405 0.115463 17.21703 0.661051999999998 2661
229.429489 -0.646633 0.119837 16.896431 1.063555 2661
229.406052 -0.673076 0.115775 17.763254 0.653248000000001 2661
229.463928 -0.678761 0.117588 16.623804 0.986733999999998 2661
229.357803 -0.640115 0.118564 16.736351 1.033316 2661
229.380188 -0.643328 0.117618 16.745255 0.871074 2661
229.347153 -0.558891 0.118239 17.242355 0.721793999999999 2661
229.409637 -0.59285 0.115039 16.219467 0.971551999999999 2661
229.372726 -0.528061 0.118977 16.447851 0.836476000000001 2661
229.345352 -0.671577 0.118123 17.67194 0.549028 2661
229.350677 -0.738159 0.115488 16.162245 1.006746 2661
229.271469 -0.63738 0.115224 17.615973 1.018816 2661
229.281555 -0.670662 0.115898 16.843613 1.022981 2661
229.328934 -0.664574 0.117515 17.503754 0.726841 2661
229.124619 -0.656491 0.116452 16.605074 0.700853000000002 2661
229.203995 -0.637185 0.116069 17.70742 0.869908000000002 2661
229.110168 -0.767976 0.117692 17.170986 1.029829 2661
229.199478 -0.737821 0.117303 16.953737 0.990483999999999 2661
229.203201 -0.601857 0.116345 16.340458 0.613406999999999 2661
229.215637 -0.755988 0.118255 16.882339 1.045821 2661
229.200714 -0.808456 0.11915 17.48666 0.99288 2661
229.222809 -0.782488 0.118767 17.655281 1.000679 2661
229.085144 -0.832061 0.12011 17.734083 0.960818000000003 2661
229.061264 -0.8197 0.117456 15.936843 1.063304 2661
229.174942 -0.884262 0.12044 17.55057 0.906227000000001 2661
229.138458 -0.547079 0.115137 17.255739 0.981615000000001 2661
229.031998 -0.800579 0.119696 17.352982 0.795414000000001 2661
229.068924 -0.580305 0.116983 16.220028 0.953512 2661
228.978455 -0.766852 0.116682 17.59856 0.745032000000002 2661
229.052887 -0.80102 0.118163 16.238676 0.997663999999997 2661
229.106583 -0.676891 0.117641 16.974945 0.6999 2661
228.994751 -0.80985 0.11991 17.635231 0.910228999999998 2661
228.962906 -0.819793 0.119078 16.933899 0.939550000000001 2661
229.091934 -0.931531 0.120631 17.637943 0.902314000000001 2661
229.121338 -1.005214 0.120299 17.219124 1.169227 2661
229.129517 -1.150007 0.117186 17.441978 0.918557 2661
229.189682 -0.992277 0.119146 17.274517 1.116144 2661
229.20929 -1.02073 0.121547 17.611141 0.999918000000001 2661
229.208313 -1.110946 0.116774 17.350416 0.984881000000001 2661
229.145386 -1.016361 0.120096 16.41993 0.789221999999999 2661
229.240158 -1.074151 0.118574 17.662634 0.994786999999999 2661
229.259537 -1.006348 0.118907 16.534504 1.004984 2661
229.224365 -1.085088 0.117583 15.945557 1.033067 2661
229.241989 -1.110796 0.116808 15.411901 1.136782 2661
229.240112 -0.911441 0.118781 17.643192 0.557449999999999 2661
229.226334 -1.063928 0.119402 17.423655 0.997976000000001 2661
175.944031 -1.897116 0.105441 16.766768 0.843990000000002 2968
175.92775 -1.909056 0.109059 16.774664 0.666162 2968
176.097244 -1.85129 0.10811 15.807624 0.979168999999999 2968
176.052567 -1.839989 0.106553 16.038786 0.795472999999998 2968
175.857773 -1.707801 0.104391 17.141317 0.990655999999998 2968
175.876877 -1.756714 0.106383 16.961948 0.946608000000001 2968
175.822128 -1.758142 0.102728 16.975901 0.886901999999999 2968
175.905045 -1.720191 0.103119 17.321352 0.473918999999999 2968
175.873505 -1.741669 0.106047 15.971819 0.97504 2968
175.879486 -1.703418 0.105334 17.617002 0.915963000000001 2968
175.90976 -1.736145 0.108028 17.550642 0.955017000000002 2968
175.954239 -1.714355 0.105201 16.459576 0.938621000000001 2968
175.997589 -1.711505 0.10766 16.674423 0.835525999999998 2968
175.964432 -1.807636 0.106607 17.572247 1.001089 2968
175.953598 -1.69333 0.10793 17.546053 0.977301000000001 2968
175.977188 -1.73041 0.10795 17.604267 0.934795000000001 2968
175.930069 -1.776723 0.104133 16.233681 0.935717999999998 2968
176.319656 -1.732641 0.106463 16.777512 0.981974999999998 2968
176.312332 -1.710782 0.105714 17.231339 0.933847 2968
176.217972 -1.75392 0.107376 16.077362 0.756000999999998 2968
176.214691 -1.808275 0.106266 17.130154 0.837968 2968
176.159927 -1.767769 0.108796 16.889999 0.945973000000002 2968
176.139481 -1.744835 0.107035 16.675049 1.014736 2968
176.118835 -1.835393 0.106909 16.023911 1.013208 2968
176.055252 -1.787346 0.105954 17.538771 0.888684999999999 2968
175.863144 -1.730729 0.109405 16.761051 0.986925000000003 2968
175.881088 -1.752378 0.103609 16.593269 0.9695 2968
175.825836 -1.689232 0.108861 16.925758 0.832772000000002 2968
175.944733 -1.687607 0.107863 17.067505 0.942249 2968
175.920273 -1.738427 0.104678 17.122337 0.67972 2968
175.862686 -1.78013 0.10222 17.293421 0.990267000000003 2968
175.923721 -1.784717 0.10496 16.399639 0.941679000000001 2968
176.074783 -1.719529 0.106863 16.493441 0.784421999999999 2968
175.951965 -1.808875 0.108707 17.512846 1.007307 2968
176.136414 -1.945558 0.107426 17.03977 0.801590000000001 2968
176.290451 -1.754549 0.10654 16.801056 0.992323000000003 2968
175.930923 -1.760615 0.1077 17.567318 0.957533000000002 2968
176.12027 -1.843119 0.107442 17.170464 0.927553 2968
176.089157 -1.853027 0.104866 17.073158 0.999054000000001 2968
195.938049 -2.549111 0.084577 17.634224 0.883158000000002 3444
195.784134 -2.708059 0.082698 16.998478 0.925507 3444
195.820465 -2.511131 0.083998 17.287664 0.617070000000002 3444
195.853973 -2.582787 0.084536 17.294085 0.918010000000002 3444
195.817017 -2.419792 0.084383 16.591078 0.879093000000001 3444
195.859161 -2.409832 0.084987 17.364988 0.915033999999999 3444
195.720352 -2.520551 0.081872 15.495505 1.558175 3444
195.678558 -2.708673 0.082359 16.554636 0.933117000000003 3444
195.788696 -2.411575 0.086112 16.336018 0.920473000000001 3444
195.729599 -2.411627 0.08277 17.013346 0.952852 3444
195.708389 -2.443927 0.082551 15.61634 0.876448000000002 3444
195.797333 -2.383829 0.081856 17.042564 0.926192 3444
195.735626 -2.491723 0.083823 16.884422 0.953914999999999 3444
195.705719 -2.594149 0.085616 17.022238 0.899925 3444
195.781006 -2.36533 0.086629 16.554369 0.832735 3444
195.752319 -2.396383 0.083763 17.476357 0.885798999999999 3444
195.592636 -2.611139 0.081882 17.310452 0.756663999999997 3444
195.583206 -2.698368 0.081355 17.443081 0.844588999999999 3444
195.520645 -2.764326 0.081013 16.837448 0.598009000000001 3444
195.601974 -2.665118 0.082199 17.007116 0.900455999999998 3444
195.54718 -2.52613 0.084467 16.66297 0.612528999999999 3444
195.625046 -2.477974 0.084166 17.109226 0.573779999999999 3444
195.460831 -2.893973 0.083965 16.92239 0.839642999999999 3444
195.439163 -2.511731 0.083692 17.132067 0.885967000000001 3444
195.363113 -2.770414 0.083097 16.060934 0.829191000000002 3444
195.421982 -2.727542 0.083083 17.57189 0.542712999999999 3444
195.49826 -2.697287 0.082133 16.509106 0.892154000000001 3444
195.469193 -2.670107 0.083653 15.849488 0.841851 3444
195.510483 -2.602228 0.083317 16.881824 0.864030999999997 3444
195.262695 -2.823416 0.082757 16.479237 0.911652999999998 3444
195.202057 -2.834051 0.083252 17.504827 0.912715000000002 3444
195.660095 -2.344038 0.08654 16.618572 0.932933999999999 3444
195.659836 -2.359915 0.085693 16.83054 0.908561000000002 3444
195.733673 -2.338234 0.081773 17.594875 0.808798000000003 3444
195.458099 -2.788204 0.08364 16.193552 0.923531000000001 3444
195.416962 -2.72902 0.082895 17.350176 0.583333999999997 3444
195.426056 -2.741766 0.083084 17.294809 0.411792999999999 3444
195.308884 -2.857413 0.082625 16.585585 0.898468000000001 3444
195.660645 -2.421265 0.0857 17.077999 0.928854000000001 3444
195.57753 -2.526361 0.084658 17.552393 0.502895000000002 3444
195.629135 -2.572077 0.084143 16.931416 0.875566000000003 3444
195.57309 -2.542254 0.083889 16.482937 0.929731 3444
195.58667 -2.580307 0.082594 17.611788 0.842244999999998 3444
195.671936 -2.444999 0.083222 16.222832 0.891231000000001 3444
195.599838 -2.512856 0.082713 17.505735 1.008658 3444
195.747284 -2.337471 0.083473 16.560478 0.869002000000002 3444
195.693848 -2.484048 0.085895 17.601891 0.966489000000003 3444
195.786621 -2.363116 0.084716 16.969212 0.903324000000001 3444
195.704575 -2.510982 0.085285 17.448185 0.904203000000003 3444
195.69606 -2.384439 0.082373 16.741928 0.886540999999998 3444
195.717224 -2.365793 0.084676 16.119677 0.918886000000001 3444
195.6931 -2.647017 0.082758 16.233284 0.913397 3444
195.769714 -2.555464 0.084547 17.070143 0.894190999999999 3444
259.079376 63.926418 0.080028 17.46475 0.613426 3982
259.061676 63.944675 0.080943 15.327551 0.908844000000002 3982
258.750488 64.168839 0.080083 17.634533 0.814474000000001 3982
259.008606 63.958111 0.079778 17.60186 0.598812000000002 3982
258.870514 63.892883 0.079856 17.291592 0.841588999999999 3982
258.787903 64.04821 0.080084 14.865533 0.925885000000001 3982
258.539581 64.220108 0.079006 16.413509 0.868454 3982
258.581085 64.070801 0.079161 17.112791 0.855563999999998 3982
258.569153 64.010254 0.078699 17.38077 0.873199000000003 3982
258.466766 64.119507 0.082912 17.554585 0.401222000000001 3982
258.450775 64.02037 0.082091 16.684643 0.885653999999999 3982
258.398651 64.134171 0.077961 16.673838 0.832895000000001 3982
258.628052 64.169174 0.079458 17.361019 0.859415000000002 3982
258.402252 64.205589 0.07679 17.322233 0.857706 3982
258.432068 64.123695 0.080776 17.445042 0.924229999999998 3982
258.27124 63.921017 0.080191 17.579628 0.897912999999999 3982
258.230957 64.032425 0.081272 17.606035 0.742945000000002 3982
258.333282 64.056816 0.076851 16.914022 0.958134000000001 3982
258.212708 63.960686 0.081358 17.613935 0.892526999999998 3982
258.240265 64.051033 0.073967 17.229748 0.843443000000001 3982
258.32132 64.193657 0.084175 16.616074 0.928483999999997 3982
